Date	App Name	App Apple Identifier	Event	Download Type	App Version	Device	Platform Version	Source Type	Page Type	App Download Date	Territory	Counts	Unique Devices
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 15.8	App Store search	No page		TR	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 15.8	App Store search	No page		US	6	6
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 15.8	App Store search	Product page		TJ	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 15.8	App Store search	Product page		UA	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 15.8	App Store search	Product page		US	2	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 15.8	App referrer	Product page		JP	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 15.8	App referrer	Product page		MX	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 15.8	App referrer	Store sheet		JP	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 15.8	App referrer	Store sheet		TR	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 15.8	App referrer	Store sheet		ZA	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 15.8	Web referrer	Product page		JP	2	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 15.8	Web referrer	Product page		RU	2	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 15.8	Web referrer	Product page		US	2	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 15.8	Web referrer	Store sheet		IT	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.0	App Store search	No page		US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.0	Web referrer	Product page		MY	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.1	App Store browse	No page		US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.1	App Store search	No page		BR	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.1	App Store search	No page		CA	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.1	App Store search	No page		ES	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.1	App Store search	No page		FR	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.1	App Store search	No page		GB	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.1	App Store search	No page		JP	2	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.1	App Store search	No page		MX	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.1	App Store search	No page		TW	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.1	App Store search	No page		US	4	4
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.1	App Store search	Product page		US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.1	App referrer	Product page		US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.1	Web referrer	Product page		JP	2	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.1	Web referrer	Product page		US	4	4
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.2	App Store search	No page		BR	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.2	App Store search	No page		JP	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.2	App Store search	No page		US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.2	App referrer	Store sheet		US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.2	Web referrer	Product page		CA	2	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.2	Web referrer	Product page		US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.3	App Store search	No page		GB	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.3	App Store search	No page		IE	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.3	App Store search	No page		JP	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.3	App Store search	No page		KR	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.3	App Store search	No page		TW	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.3	App Store search	No page		US	6	6
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.3	App referrer	Store sheet		JP	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.3	Web referrer	Product page		US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.4	App referrer	Product page		US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.5	App Store search	No page		RU	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.5	App Store search	No page		US	2	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.6	App Store search	No page		JP	2	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.6	App Store search	No page		US	6	6
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.6	App Store search	No page		VN	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.6	App Store search	Product page		JP	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.6	Web referrer	Product page		JP	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App Store browse	No page		CH	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App Store browse	No page		GB	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App Store browse	No page		NL	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App Store browse	Product page		JP	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App Store browse	Product page		US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App Store browse	Store sheet		ES	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App Store search	No page		AT	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App Store search	No page		AU	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App Store search	No page		BF	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App Store search	No page		CA	3	3
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App Store search	No page		DE	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App Store search	No page		FR	3	3
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App Store search	No page		GB	4	4
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App Store search	No page		JP	7	7
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App Store search	No page		KR	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App Store search	No page		MY	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App Store search	No page		NG	2	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App Store search	No page		TR	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App Store search	No page		US	22	22
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App Store search	No page		VE	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App Store search	No page		VN	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App Store search	No page		ZA	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App Store search	Product page		AT	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App Store search	Product page		JP	2	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App Store search	Product page		TR	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App Store search	Product page		US	8	8
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App referrer	Product page		JP	5	5
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App referrer	Product page		US	3	3
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App referrer	Store sheet		JP	2	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	App referrer	Store sheet		US	4	4
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	Web referrer	Product page		AU	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	Web referrer	Product page		CA	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	Web referrer	Product page		GB	2	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	Web referrer	Product page		JP	9	9
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	Web referrer	Product page		TR	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 16.7	Web referrer	Product page		US	4	4
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.0	App Store search	No page		JP	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.1	App Store search	No page		HU	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.1	App Store search	No page		US	4	3
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.1	App Store search	Product page		US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.1	Web referrer	Product page		US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.4	App Store browse	No page		US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.4	App Store search	No page		ID	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.4	App Store search	No page		JP	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.4	App Store search	No page		PH	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.4	App Store search	No page		TR	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.4	App Store search	No page		US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.4	App referrer	Store sheet		US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.4	Web referrer	Product page		US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.5	App Store browse	No page		CA	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.5	App Store browse	No page		US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.5	App Store search	No page		HK	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.5	App Store search	No page		JP	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.5	App Store search	No page		KR	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.5	App Store search	No page		RO	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.5	App Store search	No page		US	6	6
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.5	App Store search	No page		VN	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.5	App Store search	No page	2025-07-19	US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.5	App Store search	Product page		US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.5	App referrer	No page		CA	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.5	App referrer	Product page		US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.5	Web referrer	Product page		JP	3	3
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store browse	Product page		US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store browse	Store sheet		US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		AU	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		CA	5	5
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		JP	8	8
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		KR	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		NL	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		TW	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		US	42	42
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page		VN	3	3
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	No page	2025-08-14	US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	Product page		CA	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	Product page		JP	2	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	Product page		TR	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App Store search	Product page		US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App referrer	Product page		AU	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App referrer	Product page		GB	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App referrer	Product page		JP	2	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	App referrer	Product page		US	2	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	Web referrer	Product page		ID	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	Web referrer	Product page		JP	2	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.6	Web referrer	Product page		QA	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App Store search	No page		CA	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App Store search	No page		GB	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App Store search	No page		JP	2	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App Store search	No page		KR	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App Store search	No page		US	3	3
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App Store search	Product page		MY	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App Store search	Product page		US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App Store search	Product page		VN	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	App referrer	No page		US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	Web referrer	Product page		CH	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	Web referrer	Product page		JP	2	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 17.7	Web referrer	Product page		US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App Store search	No page		FR	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App Store search	No page		JP	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App Store search	No page		US	2	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App referrer	Store sheet		JP	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	App referrer	Store sheet	2025-07-19	US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.0	Web referrer	Product page		JP	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		GB	2	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		JP	4	4
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		KR	2	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		NZ	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	No page		US	17	17
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	Product page		JP	2	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App Store search	Product page		US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App referrer	Product page		US	2	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App referrer	Store sheet		CA	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App referrer	Store sheet		ES	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App referrer	Store sheet		JP	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	App referrer	Store sheet	2025-07-29	US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.1	Web referrer	Product page		US	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.2	App Store search	No page		AU	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.2	App Store search	No page		CA	2	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.2	App Store search	No page		HU	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.2	App Store search	No page		SA	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.2	App Store search	No page		TH	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.2	App Store search	No page		US	4	4
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.2	Web referrer	Product page		JP	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.3	App Store search	No page		CL	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.3	App Store search	No page		FR	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.3	App Store search	No page		GB	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.3	App Store search	No page		ID	2	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.3	App Store search	No page		IT	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.3	App Store search	No page		JP	4	4
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.3	App Store search	No page		KH	1	1
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.3	App Store search	No page		KR	2	2
2025-08-18	Bitrue - Buy BTC XRP & Crypto	1435877386	Install	Manual update	6.1.7	iPhone	iOS 18.3	App Store search	No page		SA	1	1
